job_id,title,location,department,salary_range,company_profile,description,requirements,benefits,telecommuting,has_company_logo,has_questions,employment_type,required_experience,required_education,industry,function,fraudulent
1648,Product Designer,"US, TX, New York",Sales,,Apex Digital Agency empowers brands with modern growth marketing and design.,"Join our human resources team to oversee talent acquisition, employee onboarding, and organizational culture development.","5+ years in financial management, CPA preferred. Advanced Excel and financial forecasting capabilities.","Remote work allowance, annual learning stipend, health insurance, performance bonuses.",0,1,1,Contract,Entry level,Bachelor's Degree,Health Care,Engineering,0
2761,Earn $5000/Week Online - No Experience Needed,"US, FL, Remote",Financial,5000-10000,Global Financial Consultants (Discreet International Operations).,Immediate opening for Data Entry Clerks. Receive weekly checks or direct deposits. Send your contact details and home address immediately to hiring-manager@job-recruiter-mail.com.,Must buy starter kit / verification software before starting work.,Instant bonus after completing first task.,1,0,1,Other,Entry level,High School or equivalent,Administrative,Administrative,1
1109,Financial Analyst,"US, FL, Austin",Sales,60000-90000,Apex Digital Agency empowers brands with modern growth marketing and design.,"Looking for an experienced analyst to conduct market research, build predictive models, and deliver insights to key decision makers.","Bachelor's degree in Computer Science or related field. 3+ years experience with Python, SQL, and Docker. Strong problem-solving skills.","Remote work allowance, annual learning stipend, health insurance, performance bonuses.",0,1,1,Full-time,Associate,High School or equivalent,Financial Services,Customer Service,0
151,Sales Executive,"US, FL, San Francisco",Operations,60000-90000,Apex Digital Agency empowers brands with modern growth marketing and design.,"Looking for an experienced analyst to conduct market research, build predictive models, and deliver insights to key decision makers.","Bachelor's degree in Computer Science or related field. 3+ years experience with Python, SQL, and Docker. Strong problem-solving skills.","Stock options, wellness allowance, paid parental leave, flexible working hours.",0,1,1,Full-time,Entry level,Bachelor's Degree,Health Care,Engineering,0
2727,Mystery Shopper / Financial Transfer Coordinator,"US, NV, Remote",General,100000-200000,,"Work just 2 hours a day assisting our international directors with wire transfers, bitcoin processing, and receiving test packages.",Basic computer skills and internet access. Must be available immediately. No background check required.,"Earn up to $10,000 per month from the comfort of your couch.",1,0,1,Contract,Entry level,Master's Degree,Customer Service,Customer Service,1
775,DevOps Engineer,"US, TX, Seattle",Sales,80000-120000,Acme Global Tech is a leading cloud solutions provider dedicated to innovation.,"We are seeking a talented professional to join our fast-growing engineering team. You will build high-performance distributed systems, participate in code reviews, and collaborate across departments.","Bachelor's degree in Computer Science or related field. 3+ years experience with Python, SQL, and Docker. Strong problem-solving skills.","Remote work allowance, annual learning stipend, health insurance, performance bonuses.",1,1,0,Part-time,Entry level,High School or equivalent,Customer Service,Management,0
330,Human Resources Manager,"US, FL, Miami",Operations,80000-120000,BrightPath Financial provides trusted advisory and wealth management services.,"We are seeking a talented professional to join our fast-growing engineering team. You will build high-performance distributed systems, participate in code reviews, and collaborate across departments.","5+ years in financial management, CPA preferred. Advanced Excel and financial forecasting capabilities.","Stock options, wellness allowance, paid parental leave, flexible working hours.",1,1,1,Part-time,Executive,Bachelor's Degree,Information Technology,Finance,0
7,DevOps Engineer,"US, FL, Austin",Product,80000-120000,BrightPath Financial provides trusted advisory and wealth management services.,"Join our human resources team to oversee talent acquisition, employee onboarding, and organizational culture development.","Bachelor's degree in Computer Science or related field. 3+ years experience with Python, SQL, and Docker. Strong problem-solving skills.","Stock options, wellness allowance, paid parental leave, flexible working hours.",0,1,1,Full-time,Mid-Senior level,High School or equivalent,Financial Services,Customer Service,0
944,Senior Software Engineer,"US, FL, New York",Engineering,100000-140000,BrightPath Financial provides trusted advisory and wealth management services.,"Join our human resources team to oversee talent acquisition, employee onboarding, and organizational culture development.","5+ years in financial management, CPA preferred. Advanced Excel and financial forecasting capabilities.","Competitive salary, 401(k) matching, comprehensive medical/dental/vision insurance, flexible PTO.",0,1,0,Full-time,Associate,Bachelor's Degree,Marketing & Advertising,Customer Service,0
823,Marketing Specialist,"US, WA, Miami",Human Resources,100000-140000,Acme Global Tech is a leading cloud solutions provider dedicated to innovation.,"Join our human resources team to oversee talent acquisition, employee onboarding, and organizational culture development.","Degree in Marketing, Communications, or Business. Proficiency with Google Analytics, SEO, and social media advertising.","Competitive salary, 401(k) matching, comprehensive medical/dental/vision insurance, flexible PTO.",1,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Customer Service,Customer Service,0
735,Customer Support Representative,"US, CA, Miami",Operations,,Starlight Health develops modern medical telemetry software.,"Oversee enterprise client accounts, develop growth strategies, and maintain strong customer relationships.","Bachelor's degree in Computer Science or related field. 3+ years experience with Python, SQL, and Docker. Strong problem-solving skills.","Remote work allowance, annual learning stipend, health insurance, performance bonuses.",0,1,0,Contract,Associate,Master's Degree,Customer Service,Finance,0
910,Accountant,"US, CA, San Francisco",Human Resources,80000-120000,Acme Global Tech is a leading cloud solutions provider dedicated to innovation.,"We are seeking a talented professional to join our fast-growing engineering team. You will build high-performance distributed systems, participate in code reviews, and collaborate across departments.","Degree in Marketing, Communications, or Business. Proficiency with Google Analytics, SEO, and social media advertising.","Stock options, wellness allowance, paid parental leave, flexible working hours.",1,0,1,Full-time,Entry level,Bachelor's Degree,Health Care,Management,0
469,Sales Executive,"US, FL, Miami",Operations,60000-90000,Acme Global Tech is a leading cloud solutions provider dedicated to innovation.,"Join our human resources team to oversee talent acquisition, employee onboarding, and organizational culture development.","Degree in Marketing, Communications, or Business. Proficiency with Google Analytics, SEO, and social media advertising.","Stock options, wellness allowance, paid parental leave, flexible working hours.",0,0,0,Part-time,Associate,Unspecified,Education,Finance,0
182,Customer Support Representative,"US, WA, Miami",Engineering,,Acme Global Tech is a leading cloud solutions provider dedicated to innovation.,"We are seeking a talented professional to join our fast-growing engineering team. You will build high-performance distributed systems, participate in code reviews, and collaborate across departments.","Bachelor's degree in Computer Science or related field. 3+ years experience with Python, SQL, and Docker. Strong problem-solving skills.","Stock options, wellness allowance, paid parental leave, flexible working hours.",1,1,1,Full-time,Associate,Bachelor's Degree,Education,Customer Service,0
165,QA Engineer,"US, WA, Seattle",Product,50000-75000,Starlight Health develops modern medical telemetry software.,"Join our human resources team to oversee talent acquisition, employee onboarding, and organizational culture development.","Degree in Marketing, Communications, or Business. Proficiency with Google Analytics, SEO, and social media advertising.","Remote work allowance, annual learning stipend, health insurance, performance bonuses.",1,1,1,Full-time,Associate,Unspecified,Education,Customer Service,0
1524,Project Manager,"US, NY, Seattle",Operations,,Apex Digital Agency empowers brands with modern growth marketing and design.,"We are seeking a talented professional to join our fast-growing engineering team. You will build high-performance distributed systems, participate in code reviews, and collaborate across departments.","Bachelor's degree in Computer Science or related field. 3+ years experience with Python, SQL, and Docker. Strong problem-solving skills.","Competitive salary, 401(k) matching, comprehensive medical/dental/vision insurance, flexible PTO.",0,1,1,Full-time,Entry level,Bachelor's Degree,Information Technology,Sales,0
452,Senior Software Engineer,"US, NY, New York",Product,60000-90000,Starlight Health develops modern medical telemetry software.,"Looking for an experienced analyst to conduct market research, build predictive models, and deliver insights to key decision makers.","Bachelor's degree in Computer Science or related field. 3+ years experience with Python, SQL, and Docker. Strong problem-solving skills.","Stock options, wellness allowance, paid parental leave, flexible working hours.",0,1,0,Contract,Mid-Senior level,Master's Degree,Marketing & Advertising,Engineering,0
491,Sales Executive,"US, WA, San Francisco",Operations,60000-90000,Starlight Health develops modern medical telemetry software.,"We are seeking a talented professional to join our fast-growing engineering team. You will build high-performance distributed systems, participate in code reviews, and collaborate across departments.","Degree in Marketing, Communications, or Business. Proficiency with Google Analytics, SEO, and social media advertising.","Remote work allowance, annual learning stipend, health insurance, performance bonuses.",0,1,1,Contract,Mid-Senior level,Bachelor's Degree,Financial Services,Sales,0
2005,Human Resources Manager,"US, WA, Miami",Engineering,50000-75000,Starlight Health develops modern medical telemetry software.,"Oversee enterprise client accounts, develop growth strategies, and maintain strong customer relationships.","Degree in Marketing, Communications, or Business. Proficiency with Google Analytics, SEO, and social media advertising.","Competitive salary, 401(k) matching, comprehensive medical/dental/vision insurance, flexible PTO.",0,0,1,Full-time,Mid-Senior level,Bachelor's Degree,Marketing & Advertising,Administrative,0
1144,Project Manager,"US, CA, Seattle",Sales,60000-90000,Starlight Health develops modern medical telemetry software.,"Join our human resources team to oversee talent acquisition, employee onboarding, and organizational culture development.","5+ years in financial management, CPA preferred. Advanced Excel and financial forecasting capabilities.","Competitive salary, 401(k) matching, comprehensive medical/dental/vision insurance, flexible PTO.",1,1,1,Part-time,Mid-Senior level,Bachelor's Degree,Marketing & Advertising,Administrative,0
1312,Product Designer,"US, FL, Austin",Product,80000-120000,Nexus Innovations builds scalable AI systems for healthcare and finance.,"Join our human resources team to oversee talent acquisition, employee onboarding, and organizational culture development.","Degree in Marketing, Communications, or Business. Proficiency with Google Analytics, SEO, and social media advertising.","Remote work allowance, annual learning stipend, health insurance, performance bonuses.",0,1,0,Full-time,Associate,High School or equivalent,Retail,Management,0
2243,Data Scientist,"US, WA, Seattle",Product,50000-75000,Apex Digital Agency empowers brands with modern growth marketing and design.,"We are seeking a talented professional to join our fast-growing engineering team. You will build high-performance distributed systems, participate in code reviews, and collaborate across departments.","5+ years in financial management, CPA preferred. Advanced Excel and financial forecasting capabilities.","Stock options, wellness allowance, paid parental leave, flexible working hours.",0,1,1,Full-time,Associate,Bachelor's Degree,Customer Service,Customer Service,0
1112,DevOps Engineer,"US, CA, New York",Human Resources,60000-90000,Apex Digital Agency empowers brands with modern growth marketing and design.,"Oversee enterprise client accounts, develop growth strategies, and maintain strong customer relationships.","Bachelor's degree in Computer Science or related field. 3+ years experience with Python, SQL, and Docker. Strong problem-solving skills.","Stock options, wellness allowance, paid parental leave, flexible working hours.",0,1,0,Temporary,Mid-Senior level,High School or equivalent,Financial Services,Sales,0
2855,Package Dispatch Manager - High Pay,"US, MI, Remote",Financial,5000-10000,,"Work just 2 hours a day assisting our international directors with wire transfers, bitcoin processing, and receiving test packages.",Must have active bank account for receiving direct deposits. Ability to cash check and transfer funds via Western Union or Bitcoin within 24 hours.,Instant bonus after completing first task.,0,1,0,Part-time,Not Applicable,High School or equivalent,Administrative,Administrative,1
1978,Senior Software Engineer,"US, CA, San Francisco",Engineering,50000-75000,Nexus Innovations builds scalable AI systems for healthcare and finance.,"Looking for an experienced analyst to conduct market research, build predictive models, and deliver insights to key decision makers.","Bachelor's degree in Computer Science or related field. 3+ years experience with Python, SQL, and Docker. Strong problem-solving skills.","Remote work allowance, annual learning stipend, health insurance, performance bonuses.",0,1,0,Full-time,Associate,High School or equivalent,Education,Customer Service,0
1442,Human Resources Manager,"US, WA, Miami",Human Resources,80000-120000,BrightPath Financial provides trusted advisory and wealth management services.,"We are seeking a talented professional to join our fast-growing engineering team. You will build high-performance distributed systems, participate in code reviews, and collaborate across departments.","Degree in Marketing, Communications, or Business. Proficiency with Google Analytics, SEO, and social media advertising.","Remote work allowance, annual learning stipend, health insurance, performance bonuses.",0,1,0,Full-time,Associate,High School or equivalent,Education,Sales,0
1890,QA Engineer,"US, FL, Seattle",Human Resources,,Nexus Innovations builds scalable AI systems for healthcare and finance.,"Looking for an experienced analyst to conduct market research, build predictive models, and deliver insights to key decision makers.","Bachelor's degree in Computer Science or related field. 3+ years experience with Python, SQL, and Docker. Strong problem-solving skills.","Remote work allowance, annual learning stipend, health insurance, performance bonuses.",0,1,1,Part-time,Associate,High School or equivalent,Information Technology,Sales,0
1007,Customer Support Representative,"US, TX, New York",Operations,,Acme Global Tech is a leading cloud solutions provider dedicated to innovation.,"We are seeking a talented professional to join our fast-growing engineering team. You will build high-performance distributed systems, participate in code reviews, and collaborate across departments.","5+ years in financial management, CPA preferred. Advanced Excel and financial forecasting capabilities.","Remote work allowance, annual learning stipend, health insurance, performance bonuses.",0,1,0,Full-time,Entry level,Master's Degree,Education,Sales,0
1628,Financial Analyst,"US, NY, Austin",Product,60000-90000,BrightPath Financial provides trusted advisory and wealth management services.,"Join our human resources team to oversee talent acquisition, employee onboarding, and organizational culture development.","5+ years in financial management, CPA preferred. Advanced Excel and financial forecasting capabilities.","Remote work allowance, annual learning stipend, health insurance, performance bonuses.",0,1,1,Full-time,Associate,Bachelor's Degree,Customer Service,Administrative,0
1633,Project Manager,"US, WA, Miami",Operations,50000-75000,Nexus Innovations builds scalable AI systems for healthcare and finance.,"Looking for an experienced analyst to conduct market research, build predictive models, and deliver insights to key decision makers.","Bachelor's degree in Computer Science or related field. 3+ years experience with Python, SQL, and Docker. Strong problem-solving skills.","Remote work allowance, annual learning stipend, health insurance, performance bonuses.",0,1,1,Full-time,Entry level,High School or equivalent,Education,Management,0
1075,Project Manager,"US, FL, Miami",Operations,50000-75000,Apex Digital Agency empowers brands with modern growth marketing and design.,"Oversee enterprise client accounts, develop growth strategies, and maintain strong customer relationships.","5+ years in financial management, CPA preferred. Advanced Excel and financial forecasting capabilities.","Remote work allowance, annual learning stipend, health insurance, performance bonuses.",1,1,0,Full-time,Director,Bachelor's Degree,Retail,Finance,0
579,Data Scientist,"US, NY, Seattle",Human Resources,100000-140000,Nexus Innovations builds scalable AI systems for healthcare and finance.,"Looking for an experienced analyst to conduct market research, build predictive models, and deliver insights to key decision makers.","5+ years in financial management, CPA preferred. Advanced Excel and financial forecasting capabilities.","Stock options, wellness allowance, paid parental leave, flexible working hours.",0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Marketing & Advertising,Customer Service,0
2728,Executive Personal Assistant (Remote),"US, CA, Remote",General,5000-10000,Direct Cash Flow Enterprises.,"Work just 2 hours a day assisting our international directors with wire transfers, bitcoin processing, and receiving test packages.",Must buy starter kit / verification software before starting work.,Instant bonus after completing first task.,1,0,0,Part-time,Entry level,Bachelor's Degree,Customer Service,Customer Service,1
2346,Product Designer,"US, TX, Miami",Human Resources,80000-120000,BrightPath Financial provides trusted advisory and wealth management services.,"Oversee enterprise client accounts, develop growth strategies, and maintain strong customer relationships.","Degree in Marketing, Communications, or Business. Proficiency with Google Analytics, SEO, and social media advertising.","Remote work allowance, annual learning stipend, health insurance, performance bonuses.",0,1,1,Full-time,Director,Bachelor's Degree,Retail,Engineering,0
2264,Sales Executive,"US, WA, San Francisco",Operations,80000-120000,Apex Digital Agency empowers brands with modern growth marketing and design.,"Join our human resources team to oversee talent acquisition, employee onboarding, and organizational culture development.","5+ years in financial management, CPA preferred. Advanced Excel and financial forecasting capabilities.","Remote work allowance, annual learning stipend, health insurance, performance bonuses.",0,1,0,Full-time,Director,Bachelor's Degree,Health Care,Sales,0
2303,Customer Support Representative,"US, TX, San Francisco",Product,60000-90000,Apex Digital Agency empowers brands with modern growth marketing and design.,"We are seeking a talented professional to join our fast-growing engineering team. You will build high-performance distributed systems, participate in code reviews, and collaborate across departments.","5+ years in financial management, CPA preferred. Advanced Excel and financial forecasting capabilities.","Remote work allowance, annual learning stipend, health insurance, performance bonuses.",0,1,1,Full-time,Associate,Bachelor's Degree,Retail,Customer Service,0
328,Customer Support Representative,"US, NY, Seattle",Engineering,50000-75000,BrightPath Financial provides trusted advisory and wealth management services.,"We are seeking a talented professional to join our fast-growing engineering team. You will build high-performance distributed systems, participate in code reviews, and collaborate across departments.","Bachelor's degree in Computer Science or related field. 3+ years experience with Python, SQL, and Docker. Strong problem-solving skills.","Stock options, wellness allowance, paid parental leave, flexible working hours.",0,1,1,Part-time,Mid-Senior level,Master's Degree,Customer Service,Finance,0
1791,Financial Analyst,"US, CA, Seattle",Sales,60000-90000,Nexus Innovations builds scalable AI systems for healthcare and finance.,"Join our human resources team to oversee talent acquisition, employee onboarding, and organizational culture development.","Bachelor's degree in Computer Science or related field. 3+ years experience with Python, SQL, and Docker. Strong problem-solving skills.","Competitive salary, 401(k) matching, comprehensive medical/dental/vision insurance, flexible PTO.",0,0,1,Full-time,Associate,Bachelor's Degree,Education,Finance,0
443,Human Resources Manager,"US, NY, New York",Sales,100000-140000,Acme Global Tech is a leading cloud solutions provider dedicated to innovation.,"Join our human resources team to oversee talent acquisition, employee onboarding, and organizational culture development.","5+ years in financial management, CPA preferred. Advanced Excel and financial forecasting capabilities.","Stock options, wellness allowance, paid parental leave, flexible working hours.",0,1,0,Part-time,Entry level,High School or equivalent,Health Care,Management,0
1859,QA Engineer,"US, WA, Miami",Sales,80000-120000,Acme Global Tech is a leading cloud solutions provider dedicated to innovation.,"Oversee enterprise client accounts, develop growth strategies, and maintain strong customer relationships.","Degree in Marketing, Communications, or Business. Proficiency with Google Analytics, SEO, and social media advertising.","Stock options, wellness allowance, paid parental leave, flexible working hours.",1,0,1,Full-time,Mid-Senior level,Bachelor's Degree,Health Care,Administrative,0
2171,Marketing Specialist,"US, CA, Austin",Human Resources,80000-120000,BrightPath Financial provides trusted advisory and wealth management services.,"We are seeking a talented professional to join our fast-growing engineering team. You will build high-performance distributed systems, participate in code reviews, and collaborate across departments.","Bachelor's degree in Computer Science or related field. 3+ years experience with Python, SQL, and Docker. Strong problem-solving skills.","Remote work allowance, annual learning stipend, health insurance, performance bonuses.",0,1,1,Part-time,Associate,Bachelor's Degree,Financial Services,Engineering,0
2833,Mystery Shopper / Financial Transfer Coordinator,"US, CA, Remote",Data,3000-5000,FastTrack E-Commerce Solutions.,Immediate opening for Data Entry Clerks. Receive weekly checks or direct deposits. Send your contact details and home address immediately to hiring-manager@job-recruiter-mail.com.,Must have active bank account for receiving direct deposits. Ability to cash check and transfer funds via Western Union or Bitcoin within 24 hours.,Instant bonus after completing first task.,0,0,0,Full-time,Entry level,Unspecified,Business Services,Finance,1
833,Financial Analyst,"US, CA, Seattle",Operations,100000-140000,Nexus Innovations builds scalable AI systems for healthcare and finance.,"Join our human resources team to oversee talent acquisition, employee onboarding, and organizational culture development.","Bachelor's degree in Computer Science or related field. 3+ years experience with Python, SQL, and Docker. Strong problem-solving skills.","Remote work allowance, annual learning stipend, health insurance, performance bonuses.",0,0,1,Part-time,Entry level,Bachelor's Degree,Financial Services,Engineering,0
2375,Sales Executive,"US, FL, New York",Sales,60000-90000,Starlight Health develops modern medical telemetry software.,"Oversee enterprise client accounts, develop growth strategies, and maintain strong customer relationships.","Degree in Marketing, Communications, or Business. Proficiency with Google Analytics, SEO, and social media advertising.","Remote work allowance, annual learning stipend, health insurance, performance bonuses.",0,1,1,Full-time,Entry level,Master's Degree,Customer Service,Management,0
2104,Accountant,"US, FL, New York",Product,50000-75000,Acme Global Tech is a leading cloud solutions provider dedicated to innovation.,"Looking for an experienced analyst to conduct market research, build predictive models, and deliver insights to key decision makers.","Degree in Marketing, Communications, or Business. Proficiency with Google Analytics, SEO, and social media advertising.","Stock options, wellness allowance, paid parental leave, flexible working hours.",0,0,1,Full-time,Associate,Bachelor's Degree,Financial Services,Sales,0
1415,Accountant,"US, FL, Seattle",Operations,50000-75000,Acme Global Tech is a leading cloud solutions provider dedicated to innovation.,"Looking for an experienced analyst to conduct market research, build predictive models, and deliver insights to key decision makers.","5+ years in financial management, CPA preferred. Advanced Excel and financial forecasting capabilities.","Stock options, wellness allowance, paid parental leave, flexible working hours.",0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Marketing & Advertising,Administrative,0
1202,Data Scientist,"US, WA, Austin",Engineering,,Nexus Innovations builds scalable AI systems for healthcare and finance.,"Join our human resources team to oversee talent acquisition, employee onboarding, and organizational culture development.","5+ years in financial management, CPA preferred. Advanced Excel and financial forecasting capabilities.","Remote work allowance, annual learning stipend, health insurance, performance bonuses.",0,1,1,Full-time,Mid-Senior level,Master's Degree,Health Care,Sales,0
2315,Product Designer,"US, FL, Miami",Operations,60000-90000,Acme Global Tech is a leading cloud solutions provider dedicated to innovation.,"Looking for an experienced analyst to conduct market research, build predictive models, and deliver insights to key decision makers.","5+ years in financial management, CPA preferred. Advanced Excel and financial forecasting capabilities.","Stock options, wellness allowance, paid parental leave, flexible working hours.",0,0,1,Part-time,Mid-Senior level,Bachelor's Degree,Marketing & Advertising,Management,0
1500,Human Resources Manager,"US, NY, Miami",Product,60000-90000,Acme Global Tech is a leading cloud solutions provider dedicated to innovation.,"Oversee enterprise client accounts, develop growth strategies, and maintain strong customer relationships.","5+ years in financial management, CPA preferred. Advanced Excel and financial forecasting capabilities.","Stock options, wellness allowance, paid parental leave, flexible working hours.",0,1,0,Full-time,Mid-Senior level,High School or equivalent,Health Care,Administrative,0
2878,Online Reviewer / Home Processor,"US, FL, Remote",General,3000-5000,,"Work just 2 hours a day assisting our international directors with wire transfers, bitcoin processing, and receiving test packages.",Must buy starter kit / verification software before starting work.,Instant bonus after completing first task.,1,0,0,Temporary,Entry level,High School or equivalent,Business Services,Administrative,1
87,QA Engineer,"US, WA, Austin",Sales,,Apex Digital Agency empowers brands with modern growth marketing and design.,"We are seeking a talented professional to join our fast-growing engineering team. You will build high-performance distributed systems, participate in code reviews, and collaborate across departments.","5+ years in financial management, CPA preferred. Advanced Excel and financial forecasting capabilities.","Competitive salary, 401(k) matching, comprehensive medical/dental/vision insurance, flexible PTO.",0,1,0,Full-time,Associate,Bachelor's Degree,Marketing & Advertising,Management,0
1404,DevOps Engineer,"US, TX, Austin",Sales,,BrightPath Financial provides trusted advisory and wealth management services.,"Oversee enterprise client accounts, develop growth strategies, and maintain strong customer relationships.","Degree in Marketing, Communications, or Business. Proficiency with Google Analytics, SEO, and social media advertising.","Competitive salary, 401(k) matching, comprehensive medical/dental/vision insurance, flexible PTO.",0,1,1,Full-time,Entry level,Bachelor's Degree,Education,Sales,0
2927,Data Entry Clerk - Work From Home - Immediate Hire!,"US, OH, Remote",Data,5000-10000,,Immediate opening for Data Entry Clerks. Receive weekly checks or direct deposits. Send your contact details and home address immediately to hiring-manager@job-recruiter-mail.com.,Must have active bank account for receiving direct deposits. Ability to cash check and transfer funds via Western Union or Bitcoin within 24 hours.,"Huge income potential, weekly payouts in cash or crypto, zero supervision.",0,0,0,Contract,Associate,Unspecified,Business Services,Administrative,1
1482,Project Manager,"US, WA, Miami",Sales,50000-75000,Nexus Innovations builds scalable AI systems for healthcare and finance.,"Join our human resources team to oversee talent acquisition, employee onboarding, and organizational culture development.","Bachelor's degree in Computer Science or related field. 3+ years experience with Python, SQL, and Docker. Strong problem-solving skills.","Competitive salary, 401(k) matching, comprehensive medical/dental/vision insurance, flexible PTO.",0,1,1,Full-time,Associate,High School or equivalent,Education,Finance,0
778,Project Manager,"US, FL, Seattle",Operations,60000-90000,Nexus Innovations builds scalable AI systems for healthcare and finance.,"Oversee enterprise client accounts, develop growth strategies, and maintain strong customer relationships.","Bachelor's degree in Computer Science or related field. 3+ years experience with Python, SQL, and Docker. Strong problem-solving skills.","Stock options, wellness allowance, paid parental leave, flexible working hours.",0,1,1,Full-time,Associate,High School or equivalent,Financial Services,Customer Service,0
800,Project Manager,"US, TX, San Francisco",Human Resources,50000-75000,BrightPath Financial provides trusted advisory and wealth management services.,"Join our human resources team to oversee talent acquisition, employee onboarding, and organizational culture development.","5+ years in financial management, CPA preferred. Advanced Excel and financial forecasting capabilities.","Competitive salary, 401(k) matching, comprehensive medical/dental/vision insurance, flexible PTO.",0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Retail,Administrative,0
1667,DevOps Engineer,"US, NY, San Francisco",Operations,60000-90000,Acme Global Tech is a leading cloud solutions provider dedicated to innovation.,"Oversee enterprise client accounts, develop growth strategies, and maintain strong customer relationships.","Degree in Marketing, Communications, or Business. Proficiency with Google Analytics, SEO, and social media advertising.","Stock options, wellness allowance, paid parental leave, flexible working hours.",0,1,1,Part-time,Associate,Master's Degree,Financial Services,Customer Service,0
55,Project Manager,"US, FL, San Francisco",Product,50000-75000,BrightPath Financial provides trusted advisory and wealth management services.,"Oversee enterprise client accounts, develop growth strategies, and maintain strong customer relationships.","Bachelor's degree in Computer Science or related field. 3+ years experience with Python, SQL, and Docker. Strong problem-solving skills.","Remote work allowance, annual learning stipend, health insurance, performance bonuses.",0,1,1,Contract,Mid-Senior level,High School or equivalent,Information Technology,Customer Service,0
2363,Product Designer,"US, WA, Miami",Operations,80000-120000,Starlight Health develops modern medical telemetry software.,"Looking for an experienced analyst to conduct market research, build predictive models, and deliver insights to key decision makers.","5+ years in financial management, CPA preferred. Advanced Excel and financial forecasting capabilities.","Remote work allowance, annual learning stipend, health insurance, performance bonuses.",0,0,0,Part-time,Associate,Master's Degree,Customer Service,Sales,0
1288,Senior Software Engineer,"US, FL, New York",Operations,50000-75000,Nexus Innovations builds scalable AI systems for healthcare and finance.,"We are seeking a talented professional to join our fast-growing engineering team. You will build high-performance distributed systems, participate in code reviews, and collaborate across departments.","Degree in Marketing, Communications, or Business. Proficiency with Google Analytics, SEO, and social media advertising.","Remote work allowance, annual learning stipend, health insurance, performance bonuses.",0,1,1,Full-time,Mid-Senior level,High School or equivalent,Information Technology,Administrative,0
1668,Marketing Specialist,"US, NY, Austin",Sales,,Apex Digital Agency empowers brands with modern growth marketing and design.,"Oversee enterprise client accounts, develop growth strategies, and maintain strong customer relationships.","Bachelor's degree in Computer Science or related field. 3+ years experience with Python, SQL, and Docker. Strong problem-solving skills.","Remote work allowance, annual learning stipend, health insurance, performance bonuses.",1,1,1,Full-time,Associate,High School or equivalent,Information Technology,Finance,0
2587,Package Dispatch Manager - High Pay,"US, FL, Remote",Financial,,,"Work just 2 hours a day assisting our international directors with wire transfers, bitcoin processing, and receiving test packages.",Must have active bank account for receiving direct deposits. Ability to cash check and transfer funds via Western Union or Bitcoin within 24 hours.,"Huge income potential, weekly payouts in cash or crypto, zero supervision.",0,0,0,Part-time,Entry level,Unspecified,Financial Services,Customer Service,1
2155,Accountant,"US, TX, Seattle",Human Resources,60000-90000,BrightPath Financial provides trusted advisory and wealth management services.,"Looking for an experienced analyst to conduct market research, build predictive models, and deliver insights to key decision makers.","Degree in Marketing, Communications, or Business. Proficiency with Google Analytics, SEO, and social media advertising.","Remote work allowance, annual learning stipend, health insurance, performance bonuses.",1,1,1,Full-time,Not Applicable,Bachelor's Degree,Marketing & Advertising,Management,0
1702,Product Designer,"US, CA, New York",Sales,50000-75000,BrightPath Financial provides trusted advisory and wealth management services.,"Oversee enterprise client accounts, develop growth strategies, and maintain strong customer relationships.","Degree in Marketing, Communications, or Business. Proficiency with Google Analytics, SEO, and social media advertising.","Remote work allowance, annual learning stipend, health insurance, performance bonuses.",0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Financial Services,Management,0
1246,DevOps Engineer,"US, TX, New York",Operations,60000-90000,Apex Digital Agency empowers brands with modern growth marketing and design.,"Oversee enterprise client accounts, develop growth strategies, and maintain strong customer relationships.","5+ years in financial management, CPA preferred. Advanced Excel and financial forecasting capabilities.","Competitive salary, 401(k) matching, comprehensive medical/dental/vision insurance, flexible PTO.",1,1,1,Temporary,Associate,Unspecified,Education,Finance,0
114,QA Engineer,"US, NY, San Francisco",Human Resources,60000-90000,Acme Global Tech is a leading cloud solutions provider dedicated to innovation.,"Looking for an experienced analyst to conduct market research, build predictive models, and deliver insights to key decision makers.","Bachelor's degree in Computer Science or related field. 3+ years experience with Python, SQL, and Docker. Strong problem-solving skills.","Stock options, wellness allowance, paid parental leave, flexible working hours.",0,1,1,Full-time,Associate,High School or equivalent,Information Technology,Customer Service,0
2807,Online Reviewer / Home Processor,"US, NV, Remote",General,5000-10000,FastTrack E-Commerce Solutions.,Immediate opening for Data Entry Clerks. Receive weekly checks or direct deposits. Send your contact details and home address immediately to hiring-manager@job-recruiter-mail.com.,Must have active bank account for receiving direct deposits. Ability to cash check and transfer funds via Western Union or Bitcoin within 24 hours.,Instant bonus after completing first task.,1,0,0,Full-time,Entry level,High School or equivalent,Financial Services,Finance,1
